timestamp,consent,a_1_student_id,a_2_gender,a_3_class_group,b_1_i_enjoyed_the_course,b_2_classes_started_and_ended_on_time,b_3_participative_learning_environment,b_4_subject_content_delivered_according_to_course_outline_and_my_expectations,b_5_topics_were_clear_and_logically_developed,b_6_developed_my_oral_and_writing_skills,b_7_developed_my_reflective_and_critical_reasoning_skills,b_8_the_assessment_methods_assisted_me_to_learn,b_9_received_relevant_feedback,b_10_read_recommended_readings_and_notes,b_11_used_the_elearning_material_posted,c_1_principles_of_business_intelligence_and_the_dataops_philosophy,c_2_data_engineering_and_data_analytics,c_3_dashboarding_for_business-facing_and_customer-facing_analytics,c_4_regression_and_classification,c_5_clustering_and_association_rule_mining,c_6_serving_ml_models_through_a_restish_api_using_flask_in_python,c_7_time-series_analysis_time-series_forecasting_and_neural_networks,c_8_natural_language_processing,d_1_python_as_a_programming_language,d_2_vs_code_and_pycharm_for_coding_in_python,d_3_r_as_a_programming_language,d_4_r_studio_for_coding_in_r,d_5_jupyter_notebook_for_documenting_data_analytics_and_predictive_modelling_workflows,d_6_git_and_github,d_7_docker_for_containerization,d_8_power_bi_for_data_visualization,d_9_dbeaver_and_datagrip_for_data_management,d_10_postman_for_api_testing,d_11_flask_and_gunicorn_for_serving_ml_models,d_12_joblib_for_serialization_and_deserialization_of_models_as_pickle_files,d_13_slack_for_casual_communication_with_a_data_team,e_1_group_work,e_2_quizzes_at_the_end_of_each_module,e_3_lab_manuals,e_4_required_lab_work_submissions_at_the_end_of_each_module,e_5_labs_that_require_you_to_use_git_to_work_in_a_team_as_opposed_to_working_alone,e_6_labs_that_have_hidden_bonus_marks_or_advanced_level_submissions_for_extra_marks_in_addition_to_the_baseline,e_7_supplementary_videos_to_watch_as_an_additional_explanation_of_a_topic,e_8_supplementary_content_to_read,e_9_lecture_slides_used_during_the_class,e_10_lecture_notes_on_some_of_the_lecture_slides,e_11_the_quality_of_the_lectures_given,e_12_the_separation_of_theory_during_virtual_classes_and_practicals_during_in-person_classes,f_1_In_your_opinion_which_topics_(if_any)_should_be_added_to_the_Business_Intelligence_I_and_II_curriculum,f_2_In_your_opinion_which_topics_(if_any)_should_be_removed_from_the_Business_Intelligence_I_and_II_curriculum,f_3_Write_at_least_two_things_you_liked_about_the_teaching_and_learning_in_this_course,f_4_Write_at_least_one_recommendation_to_improve_the_teaching_and_learning_in_this_course_(for_future_classes),average_course_evaluation_rating,sentiment,average_level_of_learning_attained_rating,average_level_of_skills_and_competencies_rating,average_pedagogical_strategy_effectiveness_rating,absenteeism_percentage,text,clean_text,dominant_topic,topic_probability,topic_label
07-11-25 12:26,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",100,Female,Group B,5,5,4,5,5,3,4,4,5,4,3,4,4,4,4,4,3,3,3,4,5,4,4,4,5,4,3,3,3,4,3,5,4,4,5,5,4,4,3,4,5,5,5,4,More topics related to R and power BI,,Involvement in learning and practice with the lab works,More assignments and quizzes for more active engagement with the unit,4.2727,neutral,3.625,3.9231,4.3333,25.0,Involvement in learning and practice with the lab works More assignments and quizzes for more active engagement with the unit,involvement learning practice lab works assignments quizzes active engagement unit,4,0.498092113414877,Assessments & Feedback
07-11-25 12:27,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",101,Male,Group B,3,4,5,5,4,1,2,5,3,5,1,5,3,3,3,3,3,3,3,4,5,3,2,3,5,5,3,4,1,2,1,1,3,4,5,3,5,2,1,1,5,5,4,5,none,none,"Separation of theory and practical subject between online and physical classes respectively, gides through practical labs","Less software-intensive alternatives, (e.g avoiding using applications like Docker)",3.4545,negative,3.25,3.0,3.5833,20.0,"Separation of theory and practical subject between online and physical classes respectively, gides through practical labs Less software-intensive alternatives, (e.g avoiding using applications like Docker)",separation theory practical subject online physical classes respectively gides practical labs less software intensive alternatives e g avoiding using applications like docker,2,0.6045812494568199,Practical Labs & Hands-on Learning
07-11-25 12:27,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",102,Male,Group B,5,4,4,4,4,5,4,5,5,5,2,4,5,4,5,4,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,4,5,5,5,3,"
No not really",No not really,"The practical exercises and assignments helped me apply theoretical concepts to real-world scenarios.
",To be honest the lesson and lectures everything went smoothly,4.2727,neutral,4.625,4.3077,4.5,20.0,"The practical exercises and assignments helped me apply theoretical concepts to real-world scenarios.
 To be honest the lesson and lectures everything went smoothly",practical exercises assignments helped apply theoretical concepts real world scenarios honest lesson lectures everything went smoothly,0,0.9379485323066998,Course Content & Structure
07-11-25 12:27,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",103,Female,Group B,2,4,2,4,4,4,2,3,2,3,4,4,3,2,4,2,3,4,2,3,4,3,4,2,4,3,4,4,3,4,3,3,4,3,2,4,2,4,3,4,2,4,3,4,none,SML Models,the lab assignments and the reflective journal,i don't have any recommendations,3.0909,negative,3.0,3.3846,3.25,25.0,the lab assignments and the reflective journal i don't have any recommendations,lab assignments reflective journal n't recommendations,2,0.8843510334307094,Practical Labs & Hands-on Learning
07-11-25 12:27,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",104,Male,Group B,4,5,5,5,5,2,3,4,3,4,5,4,4,3,3,4,3,4,4,4,4,2,2,4,4,5,3,1,4,4,3,3,4,4,5,4,4,3,4,2,4,4,4,4,I have no input.,I feel like they all contributed adequately enough,I liked the emphasis on practical understanding. Mr. Omondi is very dedicated to delivering the content well which I appreciate.,Reduce the number of slides in BI 1 lecture notes. Most of them are inflated to be honest but the number of slides can be demoralizing to a student. If there is a way to reduce the number of slides while still maintaining the content it will positively impact the students of the future.,4.0909,neutral,3.625,3.3077,3.8333,10.0,I liked the emphasis on practical understanding. Mr. Omondi is very dedicated to delivering the content well which I appreciate. Reduce the number of slides in BI 1 lecture notes. Most of them are inflated to be honest but the number of slides can be demoralizing to a student. If there is a way to reduce the number of slides while still maintaining the content it will positively impact the students of the future.,liked emphasis practical understanding mr omondi dedicated delivering content well appreciate reduce number slides bi lecture notes inflated honest number slides demoralizing student way reduce number slides still maintaining content positively impact students future,2,0.87845854787449,Practical Labs & Hands-on Learning
07-11-25 12:27,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",105,Male,Group B,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,,,Interesting,,2.0,negative,3.0,4.0,3.0,5.0,Interesting ,interesting,2,0.5998544926206676,Practical Labs & Hands-on Learning
07-11-25 12:28,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",106,Male,Group B,2,3,3,3,3,2,2,2,2,5,5,4,3,4,2,3,3,4,2,3,4,2,2,3,4,2,4,2,3,2,2,2,3,3,3,3,3,3,3,3,4,4,3,4,,none,The group work labs and the lecture slides,It would be better for lecturers to take students through labs in a clearer way by simplifying the steps or give explanations on why this should be done and the impact. This is because one would finish the lab without understanding the true objective or how to apply it.,2.9091,negative,3.125,2.6923,3.25,20.0,The group work labs and the lecture slides It would be better for lecturers to take students through labs in a clearer way by simplifying the steps or give explanations on why this should be done and the impact. This is because one would finish the lab without understanding the true objective or how to apply it.,group work labs lecture slides would better lecturers take students labs clearer way simplifying steps give explanations done impact one would finish lab without understanding true objective apply,0,0.5634223679975351,Course Content & Structure
07-11-25 12:28,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",107,Male,Group B,4,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,4,5,5,5,5,,,There was room for further research and group work,So far so good,4.3636,neutral,3.0,3.0,4.8333,25.0,There was room for further research and group work So far so good,room research group work far good,3,0.8656838171802947,Learning Resources & Materials
07-11-25 12:28,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",108,Male,Group B,3,3,4,4,4,4,4,3,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,". Advanced Analytics & Visualization 

Why: Visualization tools are now gateways to storytelling and insight generation.

",,I liked the lab work and the assignments review,More reviewing of the lab work to ensure proper understanding to the students,3.5455,negative,3.625,4.0,3.9167,10.0,I liked the lab work and the assignments review More reviewing of the lab work to ensure proper understanding to the students,liked lab work assignments review reviewing lab work ensure proper understanding students,2,0.9100688991982078,Practical Labs & Hands-on Learning
07-11-25 12:29,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",109,Male,Group B,4,5,5,5,5,4,4,5,4,4,4,5,4,4,4,4,4,4,4,3,3,2,2,4,5,4,3,3,4,3,4,3,5,5,5,5,4,5,3,3,5,4,5,5,"The topics are detailed, i don't have any so far","All are fine, nothing should be removed","Detailed content in this unit
Labs that are helpful","When it comes to specializations in 4th year, the knowledge on BI should be readily available to students before the said year. This will help them have a rough idea of what the unit is about.",4.4545,neutral,4.125,3.3077,4.5,10.0,"Detailed content in this unit
Labs that are helpful When it comes to specializations in 4th year, the knowledge on BI should be readily available to students before the said year. This will help them have a rough idea of what the unit is about.",detailed content unit labs helpful comes specializations th year knowledge bi readily available students said year help rough idea unit,2,0.9424711911377964,Practical Labs & Hands-on Learning
07-11-25 12:29,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",110,Male,Group B,5,5,4,5,5,3,3,4,5,4,5,3,4,3,3,5,5,2,4,4,4,2,3,5,5,4,3,2,5,4,5,1,4,2,5,5,5,4,2,2,4,3,5,4,Mathematics for Machine Learning.,The DataOps philosophy,"Enjoyed the detailed lab manuals and practical sessions.
The detailed notes in each topic and diagrams.","Better integration of Slack in the workflow (i.e utilizing it in labs, etc).",4.3636,neutral,3.625,3.6154,3.75,15.0,"Enjoyed the detailed lab manuals and practical sessions.
The detailed notes in each topic and diagrams. Better integration of Slack in the workflow (i.e utilizing it in labs, etc).",enjoyed detailed lab manuals practical sessions detailed notes topic diagrams better integration slack workflow e utilizing labs etc,2,0.9375325884366628,Practical Labs & Hands-on Learning
07-11-25 12:30,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",111,Male,Group B,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,4,4,5,4,none,none,"time series
how it helps in business corporations using IT",less notes,4.0,neutral,3.375,3.7692,3.6667,25.0,"time series
how it helps in business corporations using IT less notes",time series helps business corporations using less notes,3,0.8834754675484824,Learning Resources & Materials
07-11-25 12:30,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",112,Male,Group B,4,4,4,5,4,4,3,4,4,3,3,3,2,4,2,4,4,4,3,4,3,3,3,4,4,3,4,3,3,3,3,3,5,4,5,4,4,4,3,3,4,4,4,4,"Topics dealing with trading, understanding of different type of markets and blockchain",None not topics.,The in-depth explanations. The lab manuals on the topics being covered,More real world referencing,3.8182,negative,3.25,3.3077,4.0,15.0,The in-depth explanations. The lab manuals on the topics being covered More real world referencing,depth explanations lab manuals topics covered real world referencing,0,0.9105024887535929,Course Content & Structure
07-11-25 12:30,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",113,Male,Group B,4,5,5,5,5,4,5,4,3,3,4,3,4,4,5,4,5,5,4,5,5,4,4,5,4,4,4,3,5,5,5,2,5,5,4,5,5,5,3,2,4,4,4,3,"MCP
AI Agents",,"I enjoyed the practical aspect of the teaching, especially the labs and group work for each module.

I enjoyed the fact that we have access to the notes from early so you can read ahead and/or follow along in class.

I enjoyed the fact that labs were group based and we had ample time to do them.",I think reflections should be graded once at the end of the semester or at least 1 week following the end of the module to give students enough time to thoroughly reflect on the content.,4.2727,neutral,4.25,4.2308,4.0833,10.0,"I enjoyed the practical aspect of the teaching, especially the labs and group work for each module.

I enjoyed the fact that we have access to the notes from early so you can read ahead and/or follow along in class.

I enjoyed the fact that labs were group based and we had ample time to do them. I think reflections should be graded once at the end of the semester or at least 1 week following the end of the module to give students enough time to thoroughly reflect on the content.",enjoyed practical aspect teaching especially labs group work module enjoyed fact access notes early read ahead follow along class enjoyed fact labs group based ample time think reflections graded end semester least week following end module give students enough time thoroughly reflect content,2,0.97595176544774,Practical Labs & Hands-on Learning
07-11-25 12:34,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",114,Male,Group B,3,5,4,4,3,2,3,5,3,4,4,2,3,4,3,4,4,4,3,2,3,1,2,4,5,5,5,4,5,4,3,1,5,3,4,3,4,1,2,2,4,2,3,5,Cloud-Based Business Intelligence,,"I liked the labs they were engaging and learned a little bit of python
I liked the that lecture slides were consise for BI 2",I would recommend more on considering students and placing dealines that one can submit late but not extremely late and not being given mising marks even if they did the work.,3.6364,negative,3.375,3.3846,3.1667,10.0,"I liked the labs they were engaging and learned a little bit of python
I liked the that lecture slides were consise for BI 2 I would recommend more on considering students and placing dealines that one can submit late but not extremely late and not being given mising marks even if they did the work.",liked labs engaging learned little bit python liked lecture slides consise bi would recommend considering students placing dealines one submit late not extremely late not given mising marks even work,2,0.8451371554652779,Practical Labs & Hands-on Learning
07-11-25 12:36,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",115,Male,Group B,3,5,4,4,4,2,2,2,2,3,1,2,2,2,2,2,2,4,2,5,5,2,2,2,5,2,3,2,2,2,2,1,3,3,3,3,4,3,3,3,4,3,4,3,I have none to suggest,they are all okay,"1. I liked the labs we did 
2. The quality of teaching",shorter lecture notes,2.9091,negative,2.25,2.6923,3.25,25.0,"1. I liked the labs we did 
2. The quality of teaching shorter lecture notes",liked labs quality teaching shorter lecture notes,2,0.8985497453725758,Practical Labs & Hands-on Learning
07-11-25 12:38,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",116,Female,Group B,4,5,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,5,5,5,5,,Not topics but atleast making the notes abit more shorter that BI I,The lecturer and the unit itself,,4.2727,neutral,5.0,4.2308,4.5,5.0,The lecturer and the unit itself ,lecturer unit,2,0.4051784265918149,Practical Labs & Hands-on Learning
07-11-25 12:39,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",117,Female,Group B,5,4,4,2,2,1,2,3,2,4,2,5,4,2,5,5,2,5,5,5,5,3,3,5,5,2,2,2,3,2,2,2,4,4,4,4,4,4,4,4,1,1,2,3,"I have none in mind, was thoroughly content with the topics I learnt during this course unit.",None; I think all the topics were necessary in understanding the foundation and application of business intelligence.,"I enjoyed my own personal studying of the course unit, that is, the research that I had to do trying to understand the concepts in the course.

I enjoyed the lab work as well; it helped in gaining better understanding of the application of the concepts learnt in class.","Having better structured slides that are detailed in a simple manner for better understanding, the current slides make the topics seem so complicated when it's not, also they are not very dependable when doing revision which is a bummer!!!",2.8182,negative,4.125,3.1538,3.25,25.0,"I enjoyed my own personal studying of the course unit, that is, the research that I had to do trying to understand the concepts in the course.

I enjoyed the lab work as well; it helped in gaining better understanding of the application of the concepts learnt in class. Having better structured slides that are detailed in a simple manner for better understanding, the current slides make the topics seem so complicated when it's not, also they are not very dependable when doing revision which is a bummer!!!",enjoyed personal studying course unit research trying understand concepts course enjoyed lab work well helped gaining better understanding application concepts learnt class better structured slides detailed simple manner better understanding current slides make topics seem complicated 's not also not dependable revision bummer,0,0.9468390747270112,Course Content & Structure
07-11-25 12:45,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",118,Male,Group B,4,4,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,5,4,3,5,3,4,4,5,3,4,3,4,3,2,2,4,5,4,5,4,5,4,5,4,5,4,5,,,Learned how businesses use data to drive their operations.,Make the course more hands on,4.7273,positive,4.5,3.4615,4.5,5.0,Learned how businesses use data to drive their operations. Make the course more hands on,learned businesses use data drive operations make course hands,4,0.8854198773933009,Assessments & Feedback
07-11-25 13:57,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",119,Male,Group B,4,5,4,5,5,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,4,3,3,4,4,3,4,3,4,3,3,3,4,4,4,4,4,3,4,4,4,4,5,4,I dont think any,I feel some should be discussed more or given more in depth for proper understanding,"The lecturer made sure ylu understand before proceeding 
The end quizzes were a good way of remembering what we covered",On the journals ... im having an issue with the lecturer viewimg my work... hence im not being graded ... maybe to find a way to make that more seemless ... cause ive raised the issue and theres a lot of friction in it being handled,4.2727,neutral,3.875,3.4615,4.0,5.0,"The lecturer made sure ylu understand before proceeding 
The end quizzes were a good way of remembering what we covered On the journals ... im having an issue with the lecturer viewimg my work... hence im not being graded ... maybe to find a way to make that more seemless ... cause ive raised the issue and theres a lot of friction in it being handled",lecturer made sure ylu understand proceeding end quizzes good way remembering covered journals im issue lecturer viewimg work hence im not graded maybe find way make seemless cause ive raised issue theres lot friction handled,0,0.421781319648684,Course Content & Structure
09-11-25 9:14,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",120,Male,Group B,5,4,5,5,4,5,5,5,4,5,5,4,3,5,4,5,2,4,3,5,5,3,3,5,5,5,5,5,4,4,3,3,5,4,5,5,5,3,3,5,4,4,5,5,I have no reservations on this,I have no reservations on this,I having practical labs to use real world tools and data to put the concepts I learn in class into practice. I enjoyed how practical examples where used to try and explain complex BI concepts.,I have no reservations on this,4.7273,positive,3.75,4.2308,4.4167,5.0,I having practical labs to use real world tools and data to put the concepts I learn in class into practice. I enjoyed how practical examples where used to try and explain complex BI concepts. I have no reservations on this,practical labs use real world tools data put concepts learn class practice enjoyed practical examples used try explain complex bi concepts no reservations,0,0.8750301531959763,Course Content & Structure
10-11-25 23:48,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",121,Female,Group C,4,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,3,3,4,5,5,5,4,5,5,5,5,1,4,2,2,5,5,5,5,5,5,5,5,5,5,5,5,Add more topics on Artificial Intelligence and how it integrates with Business Intelligence,None actually since the current topics are relevant and useful.,"The teaching was clear and engaging, and the examples made the lessons easy to understand as well as the engaging quizzes and lab works .",I would probably recommend that more practical case studies or projects to apply BI concepts in real world scenarios should be included,4.1818,neutral,4.5,4.0,5.0,13.04,"The teaching was clear and engaging, and the examples made the lessons easy to understand as well as the engaging quizzes and lab works . I would probably recommend that more practical case studies or projects to apply BI concepts in real world scenarios should be included",teaching clear engaging examples made lessons easy understand well engaging quizzes lab works would probably recommend practical case studies projects apply bi concepts real world scenarios included,0,0.8727310111297939,Course Content & Structure
11-11-25 10:08,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",122,Female,Group B,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,The lab works were very important,At least to assist in the lab works especially before submission,3.0,negative,3.0,3.0,3.0,20.0,The lab works were very important At least to assist in the lab works especially before submission,lab works important least assist lab works especially submission,3,0.7812668344260971,Learning Resources & Materials
11-11-25 10:35,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",123,Female,Group B,3,5,4,3,4,4,4,3,5,3,4,3,2,5,4,5,4,4,4,3,2,2,3,3,3,1,3,3,1,1,2,1,3,4,3,2,3,2,3,3,5,4,5,4,Maybe Deep Learning,the data engineering (with Docker),I liked the quizzes and The BI2 topics.,Be more step by step for practical and also the number of slides,3.8182,negative,3.875,2.1538,3.4167,5.0,I liked the quizzes and The BI2 topics. Be more step by step for practical and also the number of slides,liked quizzes bi topics step step practical also number slides,2,0.8984449151016819,Practical Labs & Hands-on Learning
11-11-25 12:29,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",124,Male,Group C,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,5,5,3,3,4,5,3,4,2,4,3,3,4,4,4,5,5,5,5,4,3,4,5,5,5,Computer Vision,,Mode of content delivery and practical lab exercises,More individual assignments,4.9091,positive,3.875,3.6923,4.5,8.7,Mode of content delivery and practical lab exercises More individual assignments,mode content delivery practical lab exercises individual assignments,2,0.9096908138657008,Practical Labs & Hands-on Learning
11-11-25 13:38,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",125,Female,Group C,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,N/a,N/a,The lab work and reflective journal after each module and the way concepts were taught,N/a,4.8182,positive,5.0,4.6154,5.0,4.35,The lab work and reflective journal after each module and the way concepts were taught N/a,lab work reflective journal module way concepts taught n,2,0.5032400856506681,Practical Labs & Hands-on Learning
11-11-25 13:39,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",126,Female,Group C,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,5,4,4,5,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,,,Doing the labwork and learning new concepts,We should have done a power BI certification,5.0,positive,4.375,4.3846,5.0,0.0,Doing the labwork and learning new concepts We should have done a power BI certification,labwork learning new concepts done power bi certification,4,0.8973922163910045,Assessments & Feedback
11-11-25 14:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",127,Female,Group C,3,5,4,4,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,,,"Regression 
Ml modelling",,3.3636,negative,2.625,3.0,4.0,17.39,"Regression 
Ml modelling ",regression ml modelling,2,0.5997234833546758,Practical Labs & Hands-on Learning
11-11-25 14:00,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",128,Male,Group C,5,4,5,5,5,4,3,4,4,3,5,4,4,4,4,4,2,5,3,4,4,3,5,5,5,5,4,3,3,4,3,4,3,4,5,5,5,4,4,4,5,5,5,5,No opinion on the matter,No opinion on the matter,Incredibly detailed.,No opinion on the matter,4.2727,neutral,3.75,4.0,4.5,34.78,Incredibly detailed. No opinion on the matter,incredibly detailed no opinion matter,2,0.7963124614005204,Practical Labs & Hands-on Learning
12-11-25 10:13,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",129,Male,Group A,3,5,4,5,5,4,3,5,4,5,5,4,5,3,3,5,4,3,4,4,5,5,5,5,5,5,4,3,4,5,5,3,5,5,4,3,1,1,4,2,5,5,4,4,Data Governance and Ethics,,"Straight forward content 
Deep dive knowledge of the content","Reduce the number of lecture slides, some content can be placed on 1 or two pages.",4.3636,neutral,3.875,4.4615,3.5833,0.0,"Straight forward content 
Deep dive knowledge of the content Reduce the number of lecture slides, some content can be placed on 1 or two pages.",straight forward content deep dive knowledge content reduce number lecture slides content placed two pages,2,0.9196454460481188,Practical Labs & Hands-on Learning
12-11-25 10:26,"I CONSENT to my feedback being analyzed and used for educational and research purposes, provided that all data is fully anonymized.",130,Female,Group A,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,4,3,5,5,3,4,5,5,5,5,4,3,3,3,1,5,5,5,4,5,3,3,5,5,5,5,5,I don't have any in mind,,the practical enabled me to understand the concept being taught,Have more labs where we are having one on one with the lecturer especially APIs,4.0,neutral,4.0,3.9231,4.5833,9.09,the practical enabled me to understand the concept being taught Have more labs where we are having one on one with the lecturer especially APIs,practical enabled understand concept taught labs one one lecturer especially apis,1,0.9271986841909748,Teaching Quality & Engagement
